action: resupply[$c1],action: resupply[$c2],action: resupply[$c3],action: resupply[$c4],states: quant[$c1],states: quant[$c2],states: quant[$c3],states: quant[$c4]
87,0,0,369,376,0,121,3
0,374,0,0,381,0,119,0
49,200,58,164,376,7,117,0
22,160,230,0,385,0,115,0
115,12,188,0,387,0,113,0
89,337,17,0,389,0,111,0
81,0,55,232,391,0,109,0
127,62,83,148,393,0,107,0
55,0,0,233,395,0,105,0
100,244,18,37,397,0,103,0
0,0,323,0,399,0,101,0
476,0,0,0,394,0,106,0
0,185,0,212,396,0,104,0
158,306,0,0,391,7,102,7
206,0,0,243,399,0,100,1
106,40,0,301,402,0,98,0
0,0,272,99,404,0,96,0
0,271,0,0,399,0,101,7
0,40,0,295,394,6,99,1
340,0,0,0,389,14,97,14
237,206,0,0,391,6,95,8
25,473,0,0,405,0,93,2
0,64,395,28,409,0,91,0
0,0,353,0,404,7,96,7
0,0,0,372,399,0,100,1
0,0,0,373,394,0,98,8
216,0,0,282,389,0,96,15
401,17,0,0,397,0,94,9
77,0,222,0,405,0,92,3
0,0,285,0,410,0,90,0
0,0,167,102,405,0,95,0
44,363,0,0,400,0,100,7
0,0,79,348,401,0,98,1
1,0,0,479,396,0,104,8
254,0,0,0,392,0,102,6
431,0,0,12,400,0,100,0
463,0,22,0,402,0,98,0
280,43,0,147,404,0,96,0
187,131,0,0,406,0,94,0
169,0,211,0,408,0,92,0
145,0,293,0,410,0,90,0
0,35,144,228,412,0,88,0
0,0,199,112,407,7,93,7
0,164,0,166,402,0,97,7
0,293,0,77,397,7,95,8
332,0,0,0,392,13,93,15
236,0,115,98,395,5,91,9
0,0,0,480,408,0,89,3
0,0,456,0,403,0,87,10
0,0,0,467,0,0,0,0
0,296,50,81,0,0,0,467
0,383,0,0,0,39,39,500
60,194,0,107,0,31,37,494
194,293,0,0,0,23,35,488
127,67,0,265,0,15,33,482
334,29,0,0,0,7,31,476
288,0,0,177,1,0,29,470
0,0,482,0,9,0,27,464
80,98,0,53,4,0,38,458
156,136,0,0,12,0,36,452
0,195,203,0,20,0,34,446
63,35,0,374,15,13,45,440
110,43,97,0,18,5,43,434
0,350,63,0,31,0,41,428
0,0,496,0,26,13,52,422
386,91,0,0,21,5,58,416
0,50,295,0,34,0,56,410
0,326,0,96,29,13,67,404
155,0,0,213,24,13,65,406
0,0,410,0,32,5,63,400
0,0,152,306,27,0,79,394
0,0,122,289,22,0,90,401
147,0,0,344,17,0,88,395
316,127,0,0,25,0,86,389
0,0,116,274,33,0,84,383
0,178,31,110,28,0,95,390
204,121,0,121,23,0,93,384
51,0,0,330,31,0,91,378
0,468,0,0,39,0,89,372
31,72,236,21,34,13,87,366
0,149,108,0,50,5,85,360
249,0,44,0,45,18,101,354
332,46,0,0,43,10,99,348
0,319,0,0,59,2,97,342
0,117,269,51,54,15,95,336
0,41,190,0,49,28,114,351
213,0,268,0,44,20,112,345
27,379,36,58,39,12,110,339
400,0,26,0,55,4,108,333
97,205,0,0,67,0,106,327
0,330,0,138,75,0,104,321
0,391,0,20,70,13,102,328
21,0,392,0,65,13,100,330
297,6,0,71,73,5,98,324
275,0,155,0,86,0,96,318
84,0,297,25,94,0,94,312
0,134,264,0,102,0,92,306
297,0,140,0,97,13,103,300
254,0,90,0,100,5,101,294
0,0,425,0,113,0,99,288
270,0,198,0,108,0,110,282
0,0,0,372,116,0,108,276
0,0,109,351,111,0,106,283
460,0,0,0,106,0,117,290
0,17,19,320,101,0,115,284
86,0,351,49,96,13,126,291
190,0,109,18,91,5,124,285
0,310,0,151,99,0,122,279
0,136,325,0,94,13,120,286
0,457,0,6,89,13,126,280
0,139,0,325,84,18,124,280
0,0,0,238,79,25,122,289
0,56,75,207,74,17,120,289
289,88,0,0,69,30,139,304
0,137,312,0,64,22,137,298
278,0,0,160,59,14,135,292
0,7,180,85,75,6,133,286
275,0,92,0,70,7,150,299
226,0,0,0,65,0,148,293
0,0,180,230,67,0,146,287
135,167,0,92,62,0,157,294
140,200,102,0,57,0,155,288
167,0,0,271,65,0,153,282
0,487,0,0,73,0,151,276
111,232,3,0,68,13,149,270
0,293,204,0,84,5,147,264
0,27,0,455,79,18,163,258
0,447,0,0,74,13,161,255
222,0,0,206,69,23,159,249
386,98,0,0,85,15,157,243
123,32,0,332,101,7,155,237
0,0,424,0,116,0,153,231
0,85,305,11,111,0,164,225
197,0,91,198,106,13,175,230
0,0,22,429,101,5,173,224
0,0,246,0,96,0,186,233
29,0,231,0,91,0,184,227
47,0,197,231,97,0,182,221
247,59,0,151,105,0,180,215
48,0,0,410,113,0,178,209
98,0,336,0,121,0,176,203
0,0,0,455,129,0,174,197
0,0,246,26,124,0,172,204
74,0,121,14,119,0,183,211
373,0,0,116,114,0,181,205
0,14,425,0,122,0,179,199
0,0,75,264,117,13,190,193
43,0,0,364,112,5,196,195
93,0,214,172,117,0,194,189
230,20,138,0,0,0,0,0
0,75,269,133,230,20,138,0
0,185,63,131,225,87,263,127
25,55,332,0,220,79,261,121
0,0,0,467,215,71,259,115
329,170,0,0,210,63,257,109
356,0,0,0,205,55,255,103
0,0,332,162,200,47,253,97
18,171,0,121,195,39,251,91
139,0,277,0,190,31,249,85
120,210,0,0,185,23,247,79
0,0,123,351,180,15,245,73
0,86,404,0,175,7,251,75
0,305,0,182,170,12,261,69
439,58,0,0,165,13,259,72
150,0,319,0,172,5,257,66
398,0,0,0,185,0,255,60
231,0,0,229,193,0,253,54
97,370,0,0,201,0,251,48
0,367,33,37,209,0,249,42
0,0,410,29,204,13,260,49
99,157,85,157,199,5,258,43
422,0,0,0,207,0,256,37
21,414,0,17,215,0,254,31
0,0,492,0,223,0,252,25
0,207,0,0,218,0,263,19
0,249,222,13,213,13,261,13
355,34,0,79,208,26,280,20
90,47,0,0,203,18,278,14
42,0,260,175,206,10,276,8
0,0,388,101,222,2,274,2
48,204,221,0,217,0,283,11
55,132,83,0,214,0,281,5
0,222,169,96,221,0,279,0
0,206,141,133,216,7,284,7
486,0,0,0,211,6,288,7
119,0,130,0,213,0,286,1
0,339,0,0,216,0,284,0
28,13,258,26,211,7,282,0
0,339,0,126,220,0,280,0
314,0,0,0,215,7,278,7
206,105,0,0,223,0,276,1
14,53,329,0,226,0,274,0
0,0,0,450,228,0,272,0
448,0,0,0,223,0,270,7
0,51,354,0,231,0,268,1
0,0,133,333,226,8,274,0
0,369,0,0,221,0,279,7
0,0,0,460,216,6,277,1
0,0,473,0,211,0,275,14
6,304,67,0,206,0,286,8
0,122,209,14,207,7,291,2
420,0,0,0,202,9,298,9
402,0,0,40,200,1,296,3
433,0,0,0,206,0,294,0
122,0,0,373,208,0,292,0
90,68,240,0,210,0,290,0
64,105,164,147,212,0,288,0
0,270,0,0,214,0,286,0
0,0,258,180,209,7,284,0
0,8,0,425,204,0,296,14
305,79,0,0,199,0,294,8
0,448,0,0,206,0,292,2
0,436,0,0,201,9,290,0
190,28,81,62,196,16,288,0
0,0,485,0,206,8,286,0
140,116,0,152,201,0,299,0
221,0,197,0,203,0,297,0
0,0,0,401,205,0,295,0
0,283,110,0,200,0,293,7
463,0,0,0,195,13,304,1
238,0,0,248,193,5,302,0
0,299,105,0,200,0,300,0
222,135,0,0,195,7,305,0
121,0,0,368,197,0,303,0
0,0,470,15,199,0,301,0
467,0,0,0,194,0,306,7
72,0,50,344,195,0,304,1
98,189,21,40,198,0,302,0
0,0,477,0,200,0,300,0
0,0,6,492,195,0,305,0
0,0,459,0,190,0,309,7
0,75,285,0,185,0,314,1
0,214,72,122,180,8,320,0
197,0,300,0,175,7,325,7
0,0,0,442,176,0,323,1
0,27,0,452,171,0,321,8
0,0,0,493,166,13,319,15
0,317,51,115,161,5,317,17
0,0,0,476,156,18,333,29
208,0,0,137,151,10,331,23
418,0,70,0,152,2,329,17
295,0,0,0,162,0,327,11
0,486,0,0,170,0,325,5
0,0,146,282,165,12,323,0
227,183,74,0,160,4,336,15
117,0,0,372,157,0,334,9
0,163,0,136,165,0,332,3
27,96,338,38,160,10,330,10
0,231,0,169,166,2,328,4
0,0,454,0,0,0,0,0
452,0,0,0,0,0,454,0
0,0,0,479,48,0,452,0
0,108,0,383,43,0,450,7
206,96,0,0,38,13,448,14
96,112,236,0,41,5,446,8
0,0,411,0,54,0,444,2
0,0,100,393,49,0,451,0
0,0,0,380,44,0,456,7
0,25,0,467,39,0,454,7
37,225,167,55,34,13,452,14
0,396,0,67,37,5,450,8
0,0,90,356,32,18,448,20
0,0,407,0,27,10,449,17
256,0,0,197,22,2,465,11
99,179,7,140,32,0,463,5
164,0,142,149,39,0,461,0
0,394,0,104,41,0,459,0
0,141,0,259,36,7,457,7
0,0,407,0,31,13,455,14
36,238,0,100,26,5,461,8
169,49,149,0,39,0,459,2
0,0,3,252,43,0,457,0
325,0,0,0,38,0,458,7
0,234,0,216,43,0,456,1
0,208,0,229,38,8,454,8
0,396,0,0,33,13,452,15
182,284,0,0,28,13,450,9
214,19,7,70,44,5,448,3
0,454,0,44,54,0,446,0
234,46,0,27,49,7,444,7
402,0,0,61,57,0,442,1
80,139,13,218,60,0,440,0
280,17,0,164,62,0,438,0
0,0,283,0,64,0,436,0
0,96,333,0,59,0,441,0
148,152,0,0,54,7,446,0
0,60,177,239,56,0,444,0
0,271,0,98,51,7,449,7
15,176,80,222,46,6,447,7
0,146,353,0,54,0,445,1
0,351,18,68,49,8,451,0
0,425,33,0,44,7,456,7
0,0,457,0,39,6,460,1
29,246,0,0,34,0,466,0
0,307,38,0,36,0,464,0
0,0,97,384,31,7,469,0
0,13,52,0,26,0,474,7
13,0,418,0,21,6,478,1
0,181,113,158,24,0,476,0
0,466,0,30,19,7,481,7
0,151,320,0,14,6,479,7
0,0,75,236,9,13,490,1
55,197,167,0,4,5,491,3
4,181,0,281,11,0,489,0
0,0,0,478,10,3,487,3
404,0,54,0,5,0,485,10
0,156,114,156,13,0,483,4
0,225,0,95,8,11,492,11
172,0,0,252,3,3,490,5
0,4,0,496,12,0,488,0
0,0,0,485,7,4,486,7
0,0,431,0,2,0,484,14
0,422,0,0,0,0,492,8
0,395,0,0,0,8,490,2
0,0,0,208,0,12,488,0
0,0,125,363,0,4,486,10
0,457,0,0,0,0,496,16
0,468,0,17,0,0,494,10
3,0,306,178,0,4,492,8
0,498,0,0,3,0,495,7
498,0,0,0,0,6,493,1
0,0,395,0,9,0,491,0
168,239,0,35,4,0,496,0
0,0,358,0,6,0,494,0
0,100,144,186,1,0,499,0
0,13,47,192,0,3,500,3
57,306,0,0,0,2,500,2
368,28,95,0,2,0,498,0
95,139,0,0,4,0,496,0
0,127,269,0,6,0,494,0
18,0,338,69,1,7,499,0
24,267,0,209,3,0,497,0
29,304,0,72,5,0,495,0
0,426,0,0,7,0,493,0
0,18,54,285,2,7,491,0
215,208,0,0,0,11,500,11
92,0,327,0,0,3,498,5
8,119,355,0,4,0,496,0
0,151,0,159,6,0,494,0
0,0,355,0,1,7,492,7
478,0,0,0,0,0,499,1
308,0,187,0,3,0,497,0
313,0,0,160,5,0,495,0
20,450,0,23,7,0,493,0
178,0,8,0,9,0,491,0
0,0,232,75,11,0,489,0
0,0,492,0,6,0,494,7
0,0,0,420,1,0,498,1
0,175,102,88,0,0,496,4
370,0,0,0,0,0,0,0
0,331,0,0,370,0,0,0
283,163,0,0,365,135,0,0
0,0,481,0,373,127,0,0
0,0,458,0,368,119,13,0
0,0,444,0,363,111,26,0
340,123,0,0,358,103,39,0
0,0,88,387,368,95,37,0
0,288,62,134,363,87,50,15
14,0,297,17,358,85,54,15
4,4,186,0,362,77,52,9
330,0,0,48,361,73,67,3
0,418,0,17,370,65,65,0
0,442,44,0,365,72,63,15
18,0,263,0,360,70,67,9
232,0,110,118,370,62,65,3
0,402,22,0,383,54,63,0
45,0,274,0,378,61,76,0
0,0,432,10,373,53,74,0
0,0,0,377,368,45,87,10
49,99,27,0,363,37,85,15
0,160,0,328,379,29,83,9
183,51,73,0,374,42,81,24
74,120,0,0,369,34,79,18
0,146,305,0,385,26,77,12
0,34,0,407,380,39,96,6
11,0,416,0,375,31,94,0
239,0,0,0,381,23,96,0
188,262,0,0,391,15,94,0
0,0,377,0,401,7,92,0
191,231,56,0,396,0,104,0
10,171,286,0,398,0,102,0
133,33,0,177,400,0,100,0
64,0,294,0,402,0,98,0
21,36,27,216,404,0,96,0
0,278,0,162,406,0,94,0
0,216,31,0,401,7,92,7
173,0,287,0,396,13,103,1
0,263,222,0,394,5,101,0
174,88,109,0,389,12,111,0
55,379,0,18,387,4,109,0
0,0,0,384,393,0,107,0
0,70,269,0,388,0,105,7
394,0,0,0,383,13,116,1
0,333,0,46,381,5,114,0
0,0,0,456,376,12,112,12
0,102,149,241,371,4,110,15
164,148,0,0,366,17,125,26
211,130,0,124,361,9,123,20
355,84,0,0,364,1,121,14
410,0,0,0,373,0,119,8
103,0,45,0,381,0,117,2
0,0,0,356,385,0,115,0
0,70,0,410,380,0,113,7
260,174,0,0,375,13,111,14
0,494,0,0,378,5,109,8
76,0,351,0,373,18,107,2
0,119,0,0,385,10,105,0
163,0,120,0,380,17,103,0
8,101,41,101,390,9,101,0
0,0,498,0,393,8,106,7
24,0,14,105,388,0,111,1
0,0,70,385,391,0,109,0
424,0,0,0,386,0,114,7
237,0,79,0,387,0,112,1
477,0,0,20,390,0,110,0
467,0,0,0,392,0,108,0
0,113,233,0,394,0,106,0
83,86,53,0,389,7,111,0
0,109,238,0,391,0,109,0
424,0,0,6,386,7,114,0
221,59,141,0,388,0,112,0
0,240,186,0,390,0,110,0
278,121,29,4,385,7,115,0
0,0,497,0,387,0,113,0
20,0,326,0,382,0,118,0
0,0,214,168,384,0,116,0
28,220,0,121,379,0,121,7
284,0,23,99,380,0,119,1
0,155,109,137,383,0,117,0
300,0,137,0,378,7,122,7
0,372,0,0,379,0,120,1
233,0,72,171,374,8,118,0
444,0,0,0,384,0,116,0
0,0,0,482,386,0,114,0
0,0,377,23,381,0,112,7
0,484,0,0,376,0,123,14
0,92,0,258,371,0,121,8
0,0,40,367,366,13,119,15
0,82,394,0,361,5,125,17
92,200,0,0,356,10,133,11
296,0,0,117,362,2,131,5
167,0,323,0,371,0,129,0
0,0,92,238,373,0,127,0
30,79,45,90,368,0,132,7
0,11,247,0,369,0,130,1
220,163,0,0,364,8,136,0
62,0,0,378,366,0,134,0
294,15,1,0,368,0,132,0
0,0,0,438,370,0,130,0
0,0,0,478,0,0,0,0
0,313,119,62,0,0,0,478
66,32,0,57,0,28,28,500
0,263,0,0,0,20,26,494
0,0,62,368,0,12,24,488
198,202,86,0,0,4,22,482
0,496,0,0,4,0,20,476
109,0,323,0,0,12,18,470
0,0,239,195,16,4,16,464
0,0,36,170,11,0,31,475
389,26,0,44,6,0,29,469
112,210,70,32,10,0,27,463
348,0,0,84,18,0,25,457
0,236,0,209,26,0,23,451
190,127,0,149,21,13,21,458
157,11,19,62,24,5,19,452
0,0,76,280,37,0,17,446
0,0,80,328,32,0,28,453
0,0,0,446,27,0,26,447
20,0,185,86,22,0,24,454
0,498,0,0,30,0,22,448
0,470,0,0,25,13,20,442
0,112,0,137,20,26,18,436
0,448,19,0,15,39,16,451
448,0,0,0,10,31,14,445
101,0,0,362,26,23,12,439
178,29,0,182,42,15,10,433
44,0,377,0,58,7,8,427
0,98,0,274,73,0,6,421
485,0,0,0,68,13,4,428
0,169,164,6,71,5,2,422
104,193,56,0,66,18,18,422
242,66,0,116,61,10,16,416
0,496,0,0,74,2,14,410
393,85,0,0,69,15,12,404
498,0,0,0,85,7,10,398
328,0,23,136,100,0,8,392
439,0,0,0,108,0,6,386
53,0,435,0,116,0,4,380
0,114,0,327,124,0,2,374
0,292,162,0,119,13,0,381
0,447,0,0,114,11,6,375
310,0,0,136,109,18,4,369
458,0,0,0,125,10,2,363
88,84,139,107,141,2,0,357
0,0,311,160,149,0,0,351
0,0,321,105,144,0,11,356
0,437,0,0,139,0,11,352
0,112,305,0,134,11,9,346
0,0,0,489,129,24,28,340
0,0,0,499,124,16,26,334
87,268,117,0,119,8,24,349
204,0,0,195,135,0,22,343
56,0,264,0,143,0,20,337
0,321,7,0,151,0,18,331
63,172,149,0,146,13,23,325
461,8,0,0,155,5,21,319
0,53,101,81,168,0,19,313
0,0,162,118,163,13,30,320
0,124,0,376,158,5,28,314
335,0,11,70,153,13,26,321
0,359,66,0,156,5,24,315
467,0,0,0,151,18,40,309
127,0,0,169,149,10,38,303
0,77,370,0,165,2,36,297
0,0,479,0,160,15,49,291
32,0,0,356,155,7,53,285
219,35,0,158,170,0,51,279
21,403,33,0,178,0,49,273
0,137,280,0,186,0,47,267
426,0,0,0,181,13,58,261
0,200,0,116,184,5,56,255
189,76,0,202,179,18,54,267
0,217,0,148,177,10,52,261
74,0,0,362,172,23,50,276
0,463,0,0,167,15,48,270
0,0,3,313,162,28,46,264
89,151,240,0,157,20,47,279
0,11,23,458,170,12,45,273
142,0,104,232,165,15,64,288
427,23,12,2,160,7,62,282
89,0,239,0,164,0,60,276
0,86,62,278,172,0,58,270
0,148,183,27,167,13,69,277
0,0,248,182,162,5,67,271
0,0,232,28,157,0,78,278
267,0,0,172,152,0,76,272
68,364,0,0,160,0,74,266
0,176,16,84,168,0,72,260
0,0,258,159,163,13,83,267
0,368,79,0,158,5,81,261
0,286,0,104,153,13,92,255
0,280,159,0,148,13,90,257
293,9,0,0,143,18,101,251
0,436,0,18,146,10,99,245
28,59,214,30,141,23,97,257
152,0,0,10,139,15,95,251
0,278,0,75,155,7,93,245
0,272,0,55,150,20,91,259
6,216,0,98,145,13,89,254
0,480,0,0,0,0,0,0
166,212,116,0,0,480,0,0
231,0,8,130,28,472,0,0
67,382,0,0,36,464,0,0
0,376,85,0,44,456,0,0
256,0,0,54,39,461,13,0
0,0,190,213,36,453,11,0
67,405,0,0,31,445,24,15
330,0,146,0,32,437,22,9
49,0,200,0,48,429,20,3
0,0,341,0,61,421,18,0
477,0,0,0,56,413,31,0
49,0,107,334,66,405,29,0
0,100,204,125,76,397,27,0
21,278,0,153,71,404,40,15
0,0,485,0,66,396,38,9
348,0,0,0,61,388,48,3
61,0,230,0,74,380,46,0
160,84,182,26,84,372,44,0
0,213,69,0,94,364,42,0
0,0,365,84,89,371,55,0
42,0,0,371,84,363,53,0
282,0,0,150,94,355,51,0
457,0,6,27,104,347,49,0
0,233,205,0,114,339,47,0
93,250,0,0,109,346,60,0
0,0,46,422,104,338,58,0
0,0,294,124,99,330,71,15
221,0,37,0,94,322,75,15
204,0,0,77,104,314,73,9
0,0,463,0,120,306,71,3
0,0,420,0,115,298,87,0
63,339,44,0,110,290,100,0
115,128,123,0,120,282,98,0
361,0,124,0,130,274,96,0
37,199,84,172,140,266,94,0
0,384,59,0,150,258,92,0
0,54,394,0,145,265,105,0
0,0,352,0,140,257,103,0
0,12,406,0,135,249,116,0
235,0,76,15,130,253,129,0
0,87,0,270,128,245,127,0
70,293,0,0,123,252,125,15
478,0,0,0,124,244,123,9
0,0,466,0,140,236,121,3
0,0,118,264,135,228,137,0
0,0,394,0,130,220,150,15
39,168,207,0,125,212,154,9
197,0,209,0,141,204,152,3
0,0,142,245,154,196,150,0
0,0,101,342,149,188,163,15
0,0,393,0,144,180,167,15
37,240,0,66,139,172,180,9
0,280,0,0,155,164,178,3
0,47,0,350,150,174,176,0
333,36,119,0,145,181,174,15
61,102,68,23,146,173,172,9
0,398,0,0,162,165,170,3
260,0,42,0,157,175,168,0
224,108,0,0,167,167,166,0
0,338,0,0,177,159,164,0
237,247,0,0,172,166,162,0
0,160,0,250,182,158,160,0
0,233,0,0,177,165,158,15
0,0,0,429,172,163,156,9
21,55,268,0,167,155,154,24
448,0,9,0,183,147,152,18
420,0,0,0,199,139,150,12
0,0,375,0,215,131,148,6
0,479,0,0,210,123,167,0
213,82,55,0,205,130,165,0
0,247,37,111,215,122,163,0
281,173,0,0,210,129,176,15
78,1,261,0,205,121,174,9
397,0,93,0,212,113,172,3
0,0,8,233,225,105,170,0
9,0,0,201,220,97,176,15
0,0,0,498,224,89,174,13
167,0,243,0,219,81,172,28
0,0,222,231,235,73,170,22
64,77,275,0,230,65,189,37
82,197,0,140,225,57,187,31
0,85,182,128,241,49,185,25
0,403,0,25,236,62,204,40
53,0,319,0,231,54,202,34
0,9,178,159,226,46,200,28
411,0,0,0,221,47,219,43
0,0,456,0,216,39,217,37
0,467,3,0,211,31,227,31
302,75,0,26,206,44,228,25
0,0,0,354,219,36,226,19
384,0,0,0,214,28,224,34
310,0,100,16,230,20,222,28
7,144,0,122,246,12,220,22
0,0,386,77,248,18,218,30
56,0,113,0,243,10,223,31
88,0,29,332,252,2,221,25
0,387,9,0,262,0,219,19
0,62,372,0,257,13,226,13
227,0,0,187,252,17,236,7
273,127,0,61,0,0,0,0
154,29,21,186,273,127,0,61
203,0,41,173,326,119,0,55
0,249,0,122,340,111,0,49
0,351,66,69,335,122,0,62
0,359,0,11,330,114,0,56
210,0,0,98,325,125,0,61
84,249,117,31,328,117,0,55
37,373,44,0,342,109,0,49
138,43,0,0,356,101,0,43
0,0,435,0,370,93,0,37
247,0,0,243,365,85,19,31
99,185,39,127,381,77,17,25
79,189,93,21,397,69,15,19
275,0,0,45,413,61,13,13
0,175,0,32,429,53,11,7
0,45,0,221,424,66,9,22
0,0,394,0,419,58,7,16
243,0,92,0,414,50,26,10
288,0,32,149,430,42,24,4
0,466,0,0,444,34,22,0
0,0,385,0,439,41,20,0
0,0,232,267,434,33,33,0
373,0,0,0,429,25,46,15
0,205,66,0,430,17,44,9
0,0,0,439,425,30,63,3
285,0,51,54,420,22,61,0
34,16,0,330,427,14,59,0
0,170,0,254,437,6,57,0
85,181,0,0,432,13,55,13
0,305,0,111,435,5,53,7
0,128,117,158,430,18,51,19
0,17,298,144,425,13,52,16
0,0,0,499,420,20,65,25
198,0,301,0,415,12,63,19
0,0,381,0,422,4,61,13
311,0,93,0,417,0,76,7
0,123,142,163,425,0,74,1
84,0,0,237,420,8,80,8
83,303,0,0,420,0,78,2
267,69,0,11,424,0,76,0
92,203,80,80,426,0,74,0
0,283,134,27,428,0,72,0
106,36,220,0,423,7,77,7
0,0,300,174,424,0,75,1
353,0,0,0,419,0,81,8
150,145,0,182,419,0,79,2
415,0,0,55,423,0,77,0
212,0,0,267,425,0,75,0
0,0,0,183,427,0,73,0
70,0,270,0,422,0,71,7
147,0,0,345,430,0,69,1
200,99,60,0,433,0,67,0
442,0,0,0,435,0,65,0
0,0,230,158,437,0,63,0
0,0,94,378,432,0,68,7
485,0,0,0,427,0,72,7
416,0,0,0,429,0,70,1
178,210,0,89,432,0,68,0
0,0,382,0,434,0,66,0
285,77,0,0,429,0,71,0
0,0,0,457,431,0,69,0
0,264,0,0,426,0,67,7
0,410,0,67,421,13,65,1
51,0,256,0,416,21,63,16
0,163,293,28,416,13,61,10
183,100,0,166,411,26,80,25
0,376,0,0,406,18,78,19
0,131,244,88,401,10,76,13
0,0,326,114,396,23,95,28
0,31,468,0,391,15,93,22
0,0,482,0,386,7,91,16
266,23,3,0,381,0,109,10
0,39,230,49,389,0,107,4
339,9,80,0,384,11,116,11
337,0,82,0,379,3,114,5
0,295,0,0,388,0,112,0
0,260,0,172,383,7,110,0
0,104,0,352,378,14,108,14
0,0,348,144,373,13,106,15
0,165,168,0,368,5,118,23
336,30,114,0,363,4,120,17
0,408,1,0,371,0,118,11
0,124,177,171,366,13,117,5
0,127,239,103,361,24,134,19
0,0,485,0,356,16,132,13
25,424,0,0,351,8,134,7
146,0,0,284,367,0,132,1
344,0,0,0,370,0,130,0
252,0,133,0,372,0,128,0
0,69,145,262,374,0,126,0
0,0,487,0,369,7,131,7
0,248,80,68,364,0,135,1
12,0,60,358,359,8,141,8
0,26,473,0,359,0,139,2
386,15,0,0,354,9,146,0
0,86,0,397,355,1,144,0
433,0,0,0,350,8,142,8
393,0,10,0,358,0,140,2
0,152,56,238,362,0,138,0
0,0,454,0,0,0,0,0
160,0,191,69,0,0,454,0
0,0,75,416,48,0,452,0
13,49,119,0,43,0,457,7
350,0,0,0,44,0,455,1
0,202,0,8,47,0,453,0
0,0,480,1,42,7,451,7
0,0,0,490,37,0,462,2
0,342,0,123,32,0,460,8
0,0,369,0,27,13,458,15
59,0,227,159,22,5,464,9
25,429,0,0,35,0,462,3
0,0,103,104,40,0,460,0
0,212,106,32,35,0,465,7
0,446,0,0,30,6,469,7
0,365,67,0,25,7,467,1
47,259,0,182,20,15,480,0
0,0,88,257,15,7,478,0
266,0,178,31,10,0,490,14
118,0,26,296,5,0,488,8
158,301,0,3,12,0,486,2
0,248,100,2,16,0,484,0
277,214,0,0,11,7,489,2
0,216,282,0,13,0,487,0
357,0,91,0,8,7,492,0
0,0,0,315,10,0,490,0
0,459,0,0,5,0,488,7
0,0,418,0,0,13,486,1
0,277,89,113,0,5,495,0
137,0,0,98,0,7,500,7
0,0,0,497,1,0,498,1
348,119,0,0,0,0,496,4
377,0,0,2,6,0,494,0
0,372,0,0,8,0,492,0
243,213,7,0,3,7,490,0
0,275,158,0,12,0,488,0
0,0,322,0,7,7,493,0
0,486,0,0,2,0,498,0
0,114,207,28,0,4,496,0
54,6,182,92,0,6,500,6
216,0,281,0,2,0,498,0
0,488,0,0,4,0,496,0
0,0,381,0,0,6,494,0
0,0,0,329,0,0,500,0
25,90,371,0,0,0,498,2
0,0,392,0,4,0,496,0
272,138,33,0,0,0,500,0
0,0,0,344,2,0,498,0
440,56,0,0,0,0,496,4
0,0,168,277,6,0,494,0
0,484,0,0,1,0,499,7
156,243,0,0,0,2,497,1
0,85,174,209,5,0,495,0
462,0,0,0,0,7,500,7
168,0,300,0,1,0,498,1
0,0,427,0,4,0,496,0
69,1,0,361,0,0,500,0
385,0,0,0,2,0,498,0
251,93,0,0,4,0,496,0
107,95,134,0,6,0,494,0
0,0,216,8,8,0,492,0
134,0,0,362,3,0,497,7
0,0,0,357,4,0,495,1
0,69,428,0,0,0,493,7
0,0,336,0,0,8,499,1
271,7,81,0,0,0,500,0
0,0,444,0,2,0,498,0
45,60,0,359,0,0,500,0
0,0,0,441,2,0,498,0
31,242,0,56,0,0,496,4
203,178,0,0,6,0,494,0
0,216,0,183,8,0,492,0
0,0,0,212,3,7,490,7
294,0,112,0,0,0,488,12
0,195,78,0,8,0,486,6
0,0,247,35,3,13,497,0
460,0,0,6,0,5,495,0
0,0,151,325,7,0,493,0
0,27,0,179,2,0,498,7
0,0,0,264,0,3,496,4
0,0,73,374,0,0,494,6
193,17,0,206,0,0,500,8
232,89,84,78,0,0,498,2
247,0,101,147,4,0,496,0
341,53,0,0,6,0,494,0
0,444,0,0,8,0,492,0
320,0,69,93,3,7,490,0
11,265,125,16,12,0,488,0
3,95,312,0,14,0,486,0
0,331,0,0,12,4,488,0
0,244,245,0,7,7,486,0
0,381,0,50,2,14,498,0
0,318,0,100,0,6,496,0
459,0,0,0,0,6,494,6
335,0,0,0,8,0,492,0
354,4,118,0,10,0,490,0
0,0,365,0,12,0,488,0
37,0,70,321,7,0,493,0
73,0,0,330,9,0,491,0
397,0,0,0,11,0,489,0
0,232,123,0,0,0,0,0
0,0,463,0,0,232,123,0
87,254,22,79,0,224,276,0
345,0,0,57,10,216,274,0
0,0,376,105,20,208,272,0
0,0,95,49,15,200,285,15
0,423,0,0,10,192,289,15
14,0,145,243,5,199,287,9
0,363,0,102,14,191,292,10
371,0,0,0,9,197,290,18
213,239,0,0,11,189,288,12
0,0,0,463,27,181,286,6
185,0,56,5,22,173,284,21
248,197,0,0,38,165,282,15
8,197,192,0,54,157,280,9
150,0,261,0,57,162,291,3
0,352,0,0,57,154,289,0
0,319,124,0,52,161,287,0
0,0,257,235,47,168,300,0
0,0,10,375,42,160,298,0
0,118,18,289,37,152,306,15
